date,open,high,low,close,adj_close,volume
2025-10-14,116.95999908447266,117.33999633789062,114.91000366210938,115.2699966430664,115.2699966430664,10882007
2025-10-15,115.5,117.16999816894531,115.4000015258789,116.4000015258789,116.4000015258789,10598247
2025-10-16,116.6500015258789,117.83999633789062,115.97000122070312,116.11000061035156,116.11000061035156,15188935
2025-10-17,116.1500015258789,116.7300033569336,112.75,113.69999694824219,113.69999694824219,16744153
2025-10-20,114.30000305175781,119.16000366210938,114.25,118.0999984741211,118.0999984741211,39131377
2025-10-21,118.25,118.9000015258789,117.30000305175781,117.66999816894531,117.66999816894531,4760898
2025-10-23,118.19999694824219,120.19999694824219,117.70999908447266,118.22000122070312,118.22000122070312,31320313
2025-10-24,118.22000122070312,118.69000244140625,116.2699966430664,116.94000244140625,116.94000244140625,13120416
2025-10-27,117.44999694824219,120.4000015258789,116.98999786376953,119.62999725341797,119.62999725341797,17707337
2025-10-28,120.08000183105469,121.5,119.19999694824219,121.12999725341797,121.12999725341797,37123841
2025-10-29,120.9000015258789,122.3499984741211,120.69999694824219,121.0999984741211,121.0999984741211,18350031
2025-10-30,121.05000305175781,121.88999938964844,119.69999694824219,120.08999633789062,120.08999633789062,23108567
2025-10-31,120.4000015258789,124.05000305175781,120.08000183105469,122.88999938964844,122.88999938964844,37511394
2025-11-03,123.0999984741211,124.4800033569336,122.69000244140625,123.5199966430664,123.5199966430664,19502448
2025-11-04,123.1500015258789,123.79000091552734,122.22000122070312,123.25,123.25,14185419
2025-11-05,123.25,123.25,123.25,123.25,123.25,0
2025-11-06,123.98999786376953,123.98999786376953,120.16000366210938,120.45999908447266,120.45999908447266,18897936
2025-11-07,120.4000015258789,122.9800033569336,118.86000061035156,122.37999725341797,122.37999725341797,16935021
2025-11-10,122.5,123.23999786376953,121.55999755859375,122.33999633789062,122.33999633789062,10675833
2025-11-11,122.36000061035156,122.62000274658203,120.06999969482422,122.0199966430664,122.0199966430664,13743470
2025-11-12,122.5,123.30000305175781,122.0,122.44999694824219,122.44999694824219,10330951
2025-11-13,122.61000061035156,123.5,120.80000305175781,121.06999969482422,121.06999969482422,10840343
2025-11-14,121.4000015258789,122.58000183105469,121.3499984741211,122.20999908447266,122.20999908447266,7534146
2025-11-17,122.69999694824219,124.8499984741211,122.30999755859375,123.0,123.0,18039214
2025-11-18,123.63999938964844,123.77999877929688,122.16999816894531,122.37999725341797,122.37999725341797,10071535
2025-11-19,122.75,125.44999694824219,121.6500015258789,125.05999755859375,125.05999755859375,22108922
2025-11-20,125.91999816894531,126.16000366210938,123.41000366210938,123.86000061035156,123.86000061035156,17701274
2025-11-21,123.26000213623047,123.83000183105469,121.98999786376953,122.37000274658203,122.37000274658203,12407897
2025-11-24,122.9000015258789,123.43000030517578,121.0999984741211,121.75,121.75,16932622
2025-11-25,121.69999694824219,123.44999694824219,121.37000274658203,123.05000305175781,123.05000305175781,11550766
2025-11-26,123.63999938964844,126.05999755859375,123.3499984741211,124.98999786376953,124.98999786376953,19458499
2025-11-27,125.4000015258789,126.23999786376953,123.94999694824219,124.93000030517578,124.93000030517578,9718546
2025-11-28,125.30000305175781,125.30000305175781,124.11000061035156,124.5,124.5,9945691
2025-12-01,124.98999786376953,126.37999725341797,124.75,125.30000305175781,125.30000305175781,17513004
2025-12-02,125.30000305175781,127.80000305175781,124.7300033569336,125.3499984741211,125.3499984741211,26941925
2025-12-03,125.75,125.75,119.0,119.80000305175781,119.80000305175781,31754551
2025-12-04,119.80000305175781,120.77999877929688,118.79000091552734,119.52999877929688,119.52999877929688,14258192
2025-12-05,119.69000244140625,121.9000015258789,119.1500015258789,121.70999908447266,121.70999908447266,22667150
2025-12-08,121.6500015258789,121.68000030517578,115.25,116.0,116.0,24064367
2025-12-09,115.47000122070312,118.0999984741211,115.12999725341797,117.83000183105469,117.83000183105469,15676171
2025-12-10,118.23999786376953,119.19999694824219,116.5999984741211,117.16000366210938,117.16000366210938,12269041
2025-12-11,117.41999816894531,118.12000274658203,116.19999694824219,117.56999969482422,117.56999969482422,14403309
2025-12-12,117.86000061035156,118.13999938964844,116.83000183105469,117.80999755859375,117.80999755859375,9266231
